,time,Ohaus Water Weight,Ohaus Weight,Bucket Temp,Bucket Temp 2 (Figure out later lol),Intake Air RH,Exhaust RH,Grinder PWM,Grinder RPM,Stable Mass ,Intake Fan PWM,Intake Fan RPM,Exhaust Fan PWM,Exhaust Fan RPM,Intake SHT40,Exhaust SHT40,V_rms ,I_rms,Watts,Bucket Heater PWM,Intake Heater PWM,Inductance/10000
0,0.0,1.292399999999999,30.38,20.75,20.66598,35.748475,47.048565,100.0,1621.0,14793.0,0,0.0,15,1605.0,22.177765,20.709105,119.243895,0.12846,15.3180707517,0,0.0,235.1559
1,10.0,1.2723999999999998,30.36,20.75,20.66598,35.7418,46.66519,100.0,1659.0,14758.0,0,0.0,15,1605.0,22.17109,20.71578,117.22779,0.12152,14.2455210408,0,0.0,235.2277
2,20.0,1.2904000000000004,30.378,20.95799,20.811985,35.687439999999995,47.017095,65.0,1057.0,14677.5,40,2490.0,30,3487.5,22.16842,20.71311,116.24285,2.92702,340.245146807,100,50.0,235.2466
3,30.0,1.3363999999999998,30.424,24.11099,23.188485,35.50529,46.511645,100.0,1731.5,14609.5,80,5002.5,45,5340.0,22.71316,20.743825,117.603125,3.25707,383.04161034375,100,100.0,235.2086
4,40.0,1.3604000000000007,30.448,28.93099,27.732985,33.70094,46.345705,100.0,1595.0,14610.5,80,5025.0,45,5340.0,24.925495,20.872,115.01781,3.12447,359.3696968107,100,100.0,235.039
5,50.0,1.3183999999999991,30.406,33.68699,32.42599,30.03215,46.06342,100.0,1620.5,14556.0,80,5025.0,45,5340.0,27.78537,21.117665,116.495515,3.1435,366.2036514025,100,100.0,235.1819
6,60.0,1.3183999999999991,30.406,35.93899,35.69599,27.18734,46.28562,100.0,1565.0,14532.0,80,5025.0,45,5340.0,29.8001,21.32194,115.30307,3.10321,357.8096398547,100,100.0,235.2118
7,70.0,1.364400000000002,30.452,40.0,38.587985,24.60193,46.02813,100.0,1582.0,14543.5,80,5025.0,45,5355.0,31.67598,21.492835,115.4418,3.09586,357.391650948,100,100.0,235.1548
8,80.0,1.3823999999999992,30.47,43.5,42.09948,21.994585,45.398705,100.0,1500.5,14555.0,80,5025.0,45,5340.0,33.71875,21.72916,118.476565,3.19255,378.24235759075,100,100.0,235.0889
9,90.0,1.3563999999999994,30.444,47.0,45.152485,19.977565,44.16465,100.0,1608.5,14544.5,80,5017.5,45,5340.0,35.406375,21.98818,118.57152,3.1870450000000003,377.8927699584,100,100.0,235.2332
10,100.0,1.3503999999999992,30.438,50.18899,47.823985,18.28002,43.547625,100.0,1695.5,14517.0,80,5025.0,45,5340.0,36.797595,22.260545,117.563965,3.1611,371.6314497615,100,100.0,235.1773
11,110.0,1.3604000000000007,30.448,52.56698,50.11549,16.928665,43.427465,100.0,1571.0,14526.0,80,5025.0,45,5325.0,37.944485,22.48218,115.86413,3.10502,359.7604409325999,100,100.0,235.1066
12,120.0,1.3724000000000012,30.46,53.63099,51.64799,16.05796,42.99545,100.0,1434.0,14544.0,80,5025.0,45,5325.0,38.72688,22.67311,117.61891,3.16612,372.3955833292,100,100.0,235.1725
13,130.0,1.376399999999999,30.464,55.51298,53.02049,15.327445,42.585365,100.0,1629.5,14530.5,80,5017.5,45,5347.5,39.3584,22.830655,117.883045,3.15794,372.2675831273,100,100.0,235.1847
14,140.0,1.3744,30.462,57.29699,54.66198,14.52922,41.90254,100.0,1587.0,14522.5,80,5010.0,45,5355.0,40.14747,23.020245000000003,115.90379,3.09866,359.1464379213999,100,100.0,235.1633
15,150.0,1.3503999999999992,30.438,58.91598,56.120985000000005,13.873095,41.242595,100.0,1549.5,14519.0,80,5025.0,45,5347.5,40.813705,23.2352,115.506025,3.09943,358.00283906575,100,100.0,235.1129
16,160.0,1.3703999999999987,30.458,60.43199,57.48599,13.33904,40.68088,100.0,1675.0,14539.0,80,5017.5,45,5347.5,41.42787,23.418115,115.66311,3.081855,356.45693386905003,100,100.0,235.1794
17,170.0,1.3844000000000016,30.472,61.19398,58.58299,12.93373,40.44342,100.0,1600.0,14546.0,80,5025.0,45,5355.0,41.86447,23.55697,117.06729,3.13856,367.4227137024,100,100.0,235.1925
18,180.0,1.3683999999999998,30.456,62.58299,59.526485,12.728685,40.48538,100.0,1625.0,14535.0,80,5017.5,45,5355.0,42.2076,23.677135,117.108925,3.139285,367.638291618625,100,100.0,235.1229
19,190.0,1.3363999999999998,30.424,63.94398,60.62099,12.48264,40.134425,100.0,1573.5,14523.0,80,5010.0,45,5347.5,42.662885,23.861385,115.40829,3.09444,357.12402890759995,100,100.0,235.0816
20,200.0,1.334400000000001,30.422,65.16598,61.624485,12.25471,39.778705,100.0,1636.0,14531.0,80,5025.0,45,5355.0,43.05141,24.05765,115.7305,3.0926,357.9081443,100,100.0,235.2067
21,210.0,1.3784000000000014,30.466,66.28498,62.624485,11.989585,39.64042,100.0,1562.5,14554.5,80,5017.5,45,5355.0,43.42525,24.24991,115.98211,3.114855,361.26745524405,100,100.0,235.1895
22,220.0,1.3823999999999992,30.47,66.79998,63.36099,11.84082,39.402,100.0,1600.0,14560.0,80,5010.0,45,5355.0,43.64822,24.35272,117.3513,3.15431,370.162379103,100,100.0,235.0695
23,230.0,1.3563999999999994,30.444,67.77099,64.06899,11.702535,38.929935,100.0,1362.0,14548.0,80,5010.0,45,5355.0,43.90056,24.486235,116.14703,3.118035,362.15050468605,100,100.0,235.0892
24,240.0,1.334400000000001,30.422,68.79399,64.902485,11.484145,38.2595,100.0,1550.0,14529.5,80,5017.5,45,5355.0,44.15157,24.67449,116.25294,3.10266,360.6933468204,100,100.0,235.1915
25,250.0,1.344399999999999,30.432,69.68499,65.721485,11.349675,37.726395,0.0,0.0,14548.5,80,5010.0,45,5362.5,44.397235,24.850725,115.70267,3.031045,350.69999939015,100,100.0,235.2197
26,260.0,1.3464000000000014,30.434,70.55799,66.527985,11.21902,37.22095,0.0,0.0,14550.0,80,5017.5,45,5355.0,44.66159,25.024295,118.12875,3.1064,366.955149,100,100.0,235.2288
27,270.0,1.3464000000000014,30.434,71.42399,67.31399,11.04736,36.70501,0.0,0.0,14551.0,80,5010.0,45,5362.5,44.879225000000005,25.1765,118.21958,3.09948,366.4192238184,100,100.0,235.2197
28,280.0,1.3464000000000014,30.434,71.84799,67.88499,10.96534,36.38839,0.0,0.0,14552.0,80,5010.0,45,5355.0,45.0341,25.30601,115.08901,3.02941,348.6517977841,100,100.0,235.227
29,290.0,1.3464000000000014,30.434,72.70498,68.470485,10.9148,36.08894,0.0,0.0,14554.0,80,5025.0,45,5355.0,45.15293,25.439525,115.551405,3.03606,350.8209986643,100,100.0,235.2345
30,300.0,1.3464000000000014,30.434,73.53099,69.21399,10.77556,35.688395,0.0,0.0,14557.0,80,5017.5,45,5355.0,45.33985,25.610425,115.330515,3.02129,348.44693166435,100,100.0,235.2306
31,310.0,1.344399999999999,30.432,74.36299,69.899985,10.682105,35.254475,0.0,0.0,14560.5,80,5010.0,45,5370.0,45.500065,25.775985,115.064615,3.032685,348.954731941275,100,100.0,235.2387
32,320.0,1.344399999999999,30.432,75.125,70.57298499999999,10.64586,34.806245000000004,0.0,0.0,14563.5,80,5002.5,45,5362.5,45.65494,25.9589,117.166735,3.091555,362.2274054229249,100,100.0,235.2293
33,330.0,1.3464000000000014,30.434,75.875,71.25699,10.58387,34.44385,0.0,0.0,14566.0,80,5017.5,45,5362.5,45.819165,26.1338,115.74842,3.036705,351.4938057561,100,100.0,235.238
34,340.0,1.3464000000000014,30.434,76.25,71.75698,10.50376,34.16252,0.0,0.0,14569.0,80,5010.0,45,5370.0,45.93132,26.24595,116.84591,3.08328,360.2686573848,100,100.0,235.2262
35,350.0,1.3464000000000014,30.434,76.96798,72.278985,10.45608,33.874505,0.0,0.0,14572.0,80,5017.5,45,5362.5,46.02611,26.403495,115.883155,3.054215,353.93207024832503,100,100.0,235.2333
36,360.0,1.3464000000000014,30.434,77.74099,72.88298499999999,10.353085,33.45298,0.0,0.0,14575.0,80,5017.5,45,5362.5,46.15829,26.60377,115.290685,3.02797,349.09673545945,100,100.0,235.2357
37,370.0,1.3464000000000014,30.434,78.41899,73.54649,10.289185,33.17165,0.0,0.0,14578.0,80,5017.5,45,5370.0,46.28513,26.7493,115.189345,3.017835,347.62243696807496,100,100.0,235.2415
38,380.0,1.3464000000000014,30.434,79.13299,74.21149,10.29014,32.801625,0.0,0.0,14582.0,80,5010.0,45,5370.0,46.41063,26.921535,117.86056,3.100825,365.464970962,100,100.0,235.2219
39,390.0,1.3464000000000014,30.434,79.53298,74.66598,10.21766,32.64045,0.0,0.0,14585.0,80,5025.0,45,5370.0,46.51878,27.04971,116.29327,3.07255,357.31688673850005,100,100.0,235.22
40,400.0,1.3464000000000014,30.434,80.16598,75.140495,10.14518,32.39059,0.0,0.0,14588.0,80,5017.5,45,5370.0,46.59755,27.16186,115.71214,3.047865,352.6749815811,100,100.0,235.2316
41,410.0,1.3464000000000014,30.434,80.86599,75.702995,10.117525,32.006255,0.0,0.0,14591.5,80,5017.5,45,5370.0,46.687005,27.335425,117.02527,3.072985,359.61689933095005,100,100.0,235.2278
42,420.0,1.4023999999999988,30.49,81.46598,76.28099,10.113715,31.81457,0.0,0.0,14600.5,80,5017.5,45,5377.5,46.785805,27.492975,118.230165,3.10296,366.8634727884,100,100.0,235.2258
43,430.0,1.4104000000000014,30.498,82.10299,76.85899,10.06126,31.48746,100.0,1778.0,14609.0,80,5010.0,45,5370.0,46.888615,27.65987,116.214055,3.0829,358.2763101595,100,100.0,235.2369
44,440.0,1.422400000000002,30.51,82.44799,77.28999,10.02502,31.22329,100.0,1565.0,14623.0,80,5025.0,45,5370.0,46.97006,27.78671,117.19097,3.1387,367.827297539,100,100.0,235.2077
45,450.0,1.422400000000002,30.51,83.13699,77.70898500000001,10.00118,31.698225,100.0,1633.5,14633.0,80,5017.5,45,5377.5,47.04082,27.86682,117.08568,3.110335,364.1756885028,100,100.0,235.1554
46,460.0,1.3804000000000003,30.468,83.75799,78.224985,10.007855,32.478325,100.0,1538.0,14619.5,80,5017.5,45,5370.0,47.1236,27.9536,115.30707,3.061575,353.02124283525,100,100.0,235.2241
47,470.0,1.3883999999999994,30.476,84.32099,78.74099000000001,10.037415,32.333365,100.0,1620.5,14612.0,80,5017.5,45,5362.5,47.22774,28.023025,117.26706,3.124895,366.4472494587,100,100.0,235.2679
48,480.0,1.4004,30.488,84.85699,79.26649,10.05935,32.764430000000004,100.0,1642.0,14636.5,80,5010.0,45,5362.5,47.31319,28.095125000000003,116.33396,3.0957,360.135039972,100,100.0,235.218
49,490.0,1.3844000000000016,30.472,85.39199,79.73299,10.02693,33.066745,100.0,1515.5,14641.5,80,5010.0,45,5377.5,47.38395,28.13251,116.341845,3.107455,361.527047954475,100,100.0,235.1527
50,500.0,1.3844000000000016,30.472,85.64199,80.06599,10.02502,33.07723,100.0,1617.0,14631.0,80,5025.0,45,5370.0,47.44003,28.19526,114.94161,3.05867,351.5684542587,100,100.0,235.242
51,510.0,1.3823999999999992,30.47,86.07398,80.432985,9.974475,32.73296,100.0,1533.0,14630.5,80,5025.0,45,5370.0,47.524145,28.229975,117.09602,3.12856,366.3419243312,100,100.0,235.2406
52,520.0,1.3804000000000003,30.468,86.55499,80.89999,9.91153,32.64999,100.0,1650.5,14639.0,80,5017.5,45,5377.5,47.59357,28.312755,116.707335,3.089845,360.607575513075,100,100.0,235.1929
53,530.0,1.3864000000000003,30.474,87.0,81.29999000000001,9.919165,32.33242,100.0,1517.0,14639.5,80,5025.0,45,5377.5,47.657655,28.37417,115.343195,3.06998,354.10130178610007,100,100.0,235.1612
54,540.0,1.4343999999999988,30.522,87.40699,81.74949000000001,9.819975,32.5489,100.0,1604.0,14653.5,80,5017.5,45,5370.0,47.743105,28.452945,117.829095,3.1370750000000003,369.638708197125,100,100.0,235.1728
55,550.0,1.4283999999999986,30.516,87.77699,82.18899,9.76562,32.751075,100.0,1524.0,14671.5,80,5017.5,45,5370.0,47.8112,28.510355,116.018595,3.09621,359.21793402495,100,100.0,235.2484
56,560.0,1.408399999999999,30.496,88.0,82.44799,9.7351,32.59849,100.0,1636.0,14667.0,80,5025.0,45,5385.0,47.86994,28.56376,117.01989,3.12942,366.2043841638,100,100.0,235.176
57,570.0,1.3804000000000003,30.468,88.38398,82.72349,9.681695,32.762525,100.0,1677.0,14654.0,80,5017.5,45,5377.5,47.916675,28.58779,114.803255,3.05241,350.42660359455004,100,100.0,235.1949
58,580.0,1.4104000000000014,30.498,88.84599,83.10299499999999,9.650225,32.88364,100.0,1620.5,14656.5,80,5017.5,45,5377.5,47.971415,28.638530000000003,117.27708,3.11882,365.7661026456,100,100.0,235.2034
59,590.0,1.3883999999999994,30.476,89.22999,83.48249,9.5911,32.46498,100.0,1612.0,14679.0,80,5025.0,45,5385.0,48.07422,28.744005,116.12575,3.086355,358.4052891412501,100,100.0,235.1887
60,600.0,1.332400000000002,30.42,89.61499,83.84449000000001,9.45472,32.60421,100.0,1483.0,14651.0,80,5017.5,45,5370.0,48.15967,28.814770000000003,116.022465,3.098875,359.539116226875,100,100.0,235.1559
61,610.0,1.3303999999999996,30.418,89.80699,84.14199,9.46044,31.99195,100.0,1582.0,14630.0,80,5010.0,45,5385.0,48.21174,28.87619,114.94697,3.05255,350.8813732735,100,100.0,235.1637
62,620.0,1.3804000000000003,30.468,90.11999,84.48149000000001,9.3975,31.834595,100.0,1577.5,14651.0,80,5025.0,45,5370.0,48.25313,28.91624,115.95285,3.089115,358.19168822775003,100,100.0,235.2056
63,630.0,1.3784000000000014,30.466,90.59999,84.802985,9.356495,32.01961,100.0,1630.5,14682.0,80,5017.5,45,5385.0,48.32122,28.983,116.2549,3.09972,360.357638628,100,100.0,235.1603
64,640.0,1.3224000000000005,30.41,91.07998,85.07099500000001,9.3317,31.750675,100.0,1540.0,14668.5,80,5025.0,45,5377.5,48.39065,29.068445,117.512195,3.118505,366.462367668475,100,100.0,235.1595
65,650.0,1.3303999999999996,30.418,91.43998,85.37448,9.31358,31.969065,100.0,1612.0,14642.5,80,5025.0,45,5377.5,48.441385,29.176595,117.41659,3.136755,368.30707576545,100,100.0,235.2012
66,660.0,1.3383999999999987,30.426,91.71998,85.76699,9.238235,31.255715,0.0,0.0,14658.5,80,5025.0,45,5385.0,48.51749,29.271385,117.86874,3.0807450000000003,363.12353141130006,100,100.0,235.2314
