,time,Ohaus Water Weight,Ohaus Weight,Bucket Temp,Bucket Temp 2 (Figure out later lol),Intake Air RH,Exhaust RH,Grinder PWM,Grinder RPM,Stable Mass ,Intake Fan PWM,Intake Fan RPM,Exhaust Fan PWM,Exhaust Fan RPM,Intake SHT40,Exhaust SHT40,V_rms ,I_rms,Watts,Bucket Heater PWM,Intake Heater PWM,Inductance/10000
0,0.0,1.4891199999999987,30.144,20.125,20.5,35.72145666666666,40.99273333333333,100.0,1639.3333333333333,14516.666666666666,0.0,0.0,15.0,1600.0,22.350890000000003,20.68552,120.34467,0.1190933333333333,14.3322478992,0.0,0.0,234.9269
1,15.0,1.4431199999999993,30.098,20.08299,20.5,35.81905,40.859215,100.0,1731.0,14516.5,0.0,0.0,15.0,1612.5,22.35,20.690415,120.51168,0.12146,14.637348652800002,0.0,0.0,234.8114
2,30.0,1.4351200000000002,30.09,20.29098,20.568986666666664,35.83844,41.04804666666666,81.66666666666667,1330.0,14426.666666666666,26.666666666666668,1660.0,35.0,2860.0,22.3322,20.66149,119.94678666666664,2.02427,242.8046818457333,66.66666666666667,33.333333333333336,234.8545
3,45.0,1.5111200000000007,30.166,26.14199,24.36265,35.00938,42.61398,100.0,1669.6666666666667,14318.333333333334,80.0,5015.0,45.0,5340.0,23.45372,20.59562,119.06443666666668,3.2436066666666665,386.1982005349111,100.0,100.0,234.8035
4,60.0,1.4911200000000011,30.146,31.19299,30.438485,31.703940000000003,43.496125,100.0,1659.5,14285.0,80.0,5025.0,45.0,5347.5,26.65584,20.707775,120.62878,3.24278,391.1725952084,100.0,100.0,234.8505
5,75.0,1.517120000000001,30.172,38.08799,36.188986666666665,26.90315,43.39917,100.0,1612.0,14240.0,80.0,5025.0,45.0,5340.0,30.12499,20.95611,119.39727666666666,3.1899466666666663,380.870944711911,100.0,100.0,234.8312
6,90.0,1.5551200000000012,30.21,43.58299,41.84232666666667,22.35984,43.13087,100.0,1590.6666666666667,14248.666666666666,80.0,5020.0,45.0,5355.0,33.56788333333333,21.29346,118.66202666666668,3.1625499999999995,375.27459243466666,100.0,100.0,234.8194
7,105.0,1.5091200000000018,30.164,48.29699,46.41832,19.348776666666662,42.81234333333333,100.0,1597.6666666666667,14226.666666666666,80.0,5020.0,45.0,5355.0,36.06015333333333,21.60677,119.82445,3.18575,381.7307415875,100.0,100.0,234.8755
8,120.0,1.4971200000000013,30.152,51.21598,49.56698,17.40741,42.392725,100.0,1574.0,14226.0,80.0,5017.5,45.0,5347.5,37.69481,21.861335,118.971125,3.1617550000000003,376.1575493243751,100.0,100.0,234.8059
9,135.0,1.5311200000000003,30.186,54.94499,52.31198333333333,15.931443333333334,41.57066,100.0,1598.0,14241.0,80.0,5020.0,45.0,5345.0,38.9948,22.11679666666667,120.17516,3.2035066666666663,384.9819262277333,100.0,100.0,234.8791
10,150.0,1.4991200000000002,30.154,57.80999,55.17998666666667,14.60393,40.926606666666665,100.0,1627.6666666666667,14223.0,80.0,5010.0,45.0,5350.0,40.22936000000001,22.390056666666663,119.80447333333332,3.1967833333333338,382.98894361077777,100.0,100.0,234.7867
11,165.0,1.5031200000000016,30.158,60.24299,57.478316666666665,13.6369,40.07720333333334,100.0,1613.6666666666667,14223.0,80.0,5015.0,45.0,5350.0,41.2503,22.732740000000003,120.04173666666668,3.20534,384.7745802071333,100.0,100.0,234.8291
12,180.0,1.5431200000000007,30.198,61.75,59.213985,12.97378,39.843555,100.0,1603.5,14242.5,80.0,5010.0,45.0,5355.0,41.98596,22.98019,119.37412,3.175375,379.057596295,100.0,100.0,234.8662
13,195.0,1.4891199999999987,30.144,63.72198,60.75931666666667,12.47024,39.294556666666665,100.0,1541.0,14231.333333333334,80.0,5010.0,45.0,5345.0,42.591676666666665,23.16177,119.25114,3.1804566666666667,379.2730832206,100.0,100.0,234.7903
14,210.0,1.4971200000000013,30.152,65.5,62.30499,12.07542,38.58438666666667,100.0,1582.3333333333333,14233.666666666666,80.0,5005.0,45.0,5345.0,43.20406,23.38696333333333,117.12635666666668,3.1227033333333334,365.7508643841889,100.0,100.0,234.9069
15,225.0,1.5371200000000005,30.192,66.45698,63.5,11.930465,38.41781,100.0,1622.0,14266.0,80.0,5010.0,45.0,5355.0,43.630865,23.586345,116.79028,3.105235,362.6612651158,100.0,100.0,234.7969
16,240.0,1.5091200000000018,30.164,67.85699,64.62898333333332,11.768336666666665,38.53034333333333,100.0,1639.6666666666667,14255.333333333334,80.0,5005.0,45.0,5350.0,44.021166666666666,23.812430000000003,118.45911333333332,3.142526666666667,372.26092255968894,100.0,100.0,234.8089
17,255.0,1.515120000000002,30.17,69.31399,65.77832000000001,11.49368,38.15968,66.66666666666667,1130.3333333333333,14249.0,80.0,5010.0,45.0,5355.0,44.39768,24.09637,117.35438,3.1203966666666667,366.1922161707333,100.0,100.0,234.8817
18,270.0,1.5091200000000018,30.164,70.58799,66.90431666666667,11.22983,37.93779666666666,0.0,0.0,14259.666666666666,80.0,5010.0,45.0,5355.0,44.75817,24.351830000000003,118.99480333333334,3.11802,371.0281766894,100.0,100.0,234.8016
19,285.0,1.5111200000000007,30.166,71.45399,67.85749,11.03973,37.8952,0.0,0.0,14259.5,80.0,5010.0,45.0,5355.0,45.028755,24.51427,116.966305,3.055745,357.41920167222503,100.0,100.0,234.8034
20,300.0,1.5091200000000018,30.164,72.70498,68.82132333333334,10.938003333333334,37.66440666666667,0.0,0.0,14261.0,80.0,5015.0,45.0,5355.0,45.26018333333334,24.639326666666665,117.56756666666668,3.080493333333333,362.1661053328889,100.0,100.0,234.7971
21,315.0,1.5091200000000018,30.164,73.93699,69.89698333333332,10.80322,37.38021333333334,0.0,0.0,14263.333333333334,80.0,5010.0,45.0,5365.0,45.52721,24.784413333333333,117.06170333333334,3.0549633333333333,357.6192114208778,100.0,100.0,234.7971
22,330.0,1.5091200000000018,30.164,75.125,70.98332333333333,10.696406666666666,37.12462666666666,0.0,0.0,14268.666666666666,80.0,5010.0,45.0,5365.0,45.77555,24.94997333333333,117.47937666666668,3.0688566666666666,360.5273682793445,100.0,100.0,234.7889
23,345.0,1.5091200000000018,30.164,75.875,71.83299,10.633465,36.902425,0.0,0.0,14272.0,80.0,5010.0,45.0,5362.5,45.939325,25.10173,118.1888,3.0975,366.089808,100.0,100.0,234.8014
24,360.0,1.5091200000000018,30.164,76.96798,72.61731999999999,10.55081,36.67767333333333,0.0,0.0,14277.0,80.0,5010.0,45.0,5360.0,46.12446666666667,25.27040666666667,118.06169,3.097213333333334,365.6622404238667,100.0,100.0,234.8012
25,375.0,1.5091200000000018,30.164,78.09599,73.56198666666667,10.467526666666666,36.35088,0.0,0.0,14282.0,80.0,5010.0,45.0,5365.0,46.30070666666666,25.47691,118.26167333333336,3.10722,367.46503661480006,100.0,100.0,234.7975
26,390.0,1.5091200000000018,30.164,79.09999,74.51499,10.404583333333331,35.97831,0.0,0.0,14287.666666666666,80.0,5015.0,45.0,5370.0,46.48762333333334,25.67896,119.45209,3.132593333333333,374.19482078673326,100.0,100.0,234.8015
27,405.0,1.5091200000000018,30.164,79.79998,75.265495,10.36262,35.696974999999995,0.0,0.0,14292.0,80.0,5017.5,45.0,5370.0,46.62025,25.86277,117.692235,3.06428,360.6419618658,100.0,100.0,234.7855
28,420.0,1.5091200000000018,30.164,80.76599,75.97899666666666,10.27488,35.36351333333334,0.0,0.0,14296.666666666666,80.0,5015.0,45.0,5370.0,46.74041333333333,26.044789999999995,118.23229666666668,3.090426666666667,365.3882424799112,100.0,100.0,234.7932
29,435.0,1.5091200000000018,30.164,81.66598,76.81299,10.204946666666666,34.98585333333333,33.333333333333336,595.6666666666666,14302.333333333334,80.0,5015.0,45.0,5370.0,46.882826666666666,26.24417333333333,117.80634333333334,3.0995633333333337,365.14822223007786,100.0,100.0,234.7943
30,450.0,1.5031200000000016,30.158,82.30999,77.49948,10.187145,34.768100000000004,100.0,1704.0,14297.5,80.0,5010.0,45.0,5370.0,47.00611,26.42219,117.776925,3.13363,369.06930548775006,100.0,100.0,234.936
31,465.0,1.527119999999999,30.182,83.27499,78.18232,10.148996666666669,34.488036666666666,100.0,1622.0,14321.333333333334,80.0,5010.0,45.0,5370.0,47.11069333333333,26.62157,117.75822666666666,3.1232433333333334,367.7875963818222,100.0,100.0,234.9313
32,480.0,1.4571199999999986,30.112,84.21398,79.00299,10.070796666666666,34.132,100.0,1688.0,14325.0,80.0,5015.0,45.0,5370.0,47.25488666666666,26.78446,120.00896666666668,3.188036666666666,382.5929860621111,100.0,100.0,234.8583
33,495.0,1.5071199999999993,30.162,85.07099,79.79965,10.061256666666669,34.06969,100.0,1665.6666666666667,14323.0,80.0,5010.0,45.0,5370.0,47.392853333333335,26.957136666666667,117.44426666666664,3.110453333333333,365.3049107342222,100.0,100.0,234.9367
34,510.0,1.4711200000000015,30.126,85.57099,80.365985,10.086055,33.964155000000005,100.0,1612.0,14347.5,80.0,5010.0,45.0,5370.0,47.4921,27.095105,118.072245,3.135355,370.198403721975,100.0,100.0,234.8436
35,525.0,1.4571199999999986,30.112,86.22198,80.89999,10.1846,34.48930666666667,100.0,1602.0,14316.666666666666,80.0,5010.0,45.0,5365.0,47.58422333333333,27.207256666666662,117.75239666666666,3.133626666666667,368.99205025857776,100.0,100.0,234.9515
36,540.0,1.4991200000000002,30.154,86.81399,81.55498999999999,10.199856666666667,34.74998,100.0,1620.3333333333333,14342.0,80.0,5010.0,45.0,5370.0,47.69904666666667,27.290923333333332,118.38259666666666,3.1360766666666664,371.2568991457444,100.0,100.0,234.9136
37,555.0,1.459120000000001,30.114,87.33299,82.20665333333334,10.14264,34.75443,100.0,1606.3333333333333,14344.333333333334,80.0,5015.0,45.0,5370.0,47.81475666666668,27.33098,118.09281,3.127523333333334,369.3380187739001,100.0,100.0,234.8876
38,570.0,1.459120000000001,30.114,87.66598,82.79249,10.047905,34.41715,100.0,1647.5,14345.0,80.0,5010.0,45.0,5377.5,47.903325,27.40619,117.773435,3.11674,367.0691758019,100.0,100.0,234.9593
39,585.0,1.4531200000000009,30.108,88.30699,83.25232333333334,9.988146666666667,34.08813,100.0,1631.0,14346.666666666666,80.0,5015.0,45.0,5370.0,48.00435,27.498316666666668,118.44453,3.14228,372.1858777284,100.0,100.0,234.8645
40,600.0,1.4571199999999986,30.112,88.76899,83.85099000000001,9.90867,34.49821,100.0,1592.6666666666667,14348.0,80.0,5010.0,45.0,5375.0,48.13964333333333,27.62204,117.02439333333332,3.10337,363.1699915388666,100.0,100.0,234.8729
41,615.0,1.4391200000000015,30.094,89.07598,84.303495,9.82856,34.25693,100.0,1659.5,14355.5,80.0,5025.0,45.0,5377.5,48.207735,27.70927,117.962155,3.12497,368.62819551035,100.0,100.0,234.8732
42,630.0,1.4731200000000004,30.128,89.57598,84.72565,9.772613333333332,34.17332666666667,100.0,1633.6666666666667,14350.666666666666,80.0,5020.0,45.0,5385.0,48.27226666666667,27.7965,117.88371,3.1244066666666668,368.3166494154,100.0,100.0,234.8861
43,645.0,1.469119999999999,30.124,90.11999,85.23766,9.68106,34.44353,100.0,1685.0,14379.666666666666,80.0,5015.0,45.0,5380.0,48.3684,27.87037666666667,117.40895333333332,3.1041266666666663,364.4522629474222,100.0,100.0,234.9236
44,660.0,1.4331200000000013,30.088,90.71998,85.68998666666666,9.61049,33.82682333333333,100.0,1590.6666666666667,14363.333333333334,80.0,5025.0,45.0,5375.0,48.44672666666667,27.966506666666664,117.4938,3.1111733333333333,365.543577392,100.0,100.0,234.8744
45,675.0,1.4411200000000004,30.096,91.19999,86.12948,9.51099,33.588405,0.0,0.0,14362.0,80.0,5025.0,45.0,5385.0,48.54419,28.04973,117.6608,3.07112,361.350436096,100.0,100.0,234.9384
46,690.0,1.4411200000000004,30.096,91.71998,86.53032,9.48079,33.09249333333333,0.0,0.0,14367.333333333334,80.0,5020.0,45.0,5380.0,48.60783333333333,28.19259333333333,118.89507666666668,3.102843333333333,368.9127960013222,100.0,100.0,234.9294
47,705.0,1.4411200000000004,30.096,92.19999,87.03665000000001,9.379063333333336,32.57178666666667,0.0,0.0,14372.333333333334,80.0,5020.0,45.0,5380.0,48.677263333333336,28.36438,118.64237333333334,3.100773333333333,367.8831074353778,100.0,100.0,234.9417
48,720.0,1.4411200000000004,30.096,92.67999,87.56732333333332,9.28942,32.164253333333335,0.0,0.0,14376.0,80.0,5020.0,45.0,5385.0,48.74402,28.53795,117.72998666666668,3.06772,361.1626346970667,100.0,100.0,234.9358
49,735.0,1.4411200000000004,30.096,93.08299,88.038985,9.248729999999998,31.797405,0.0,0.0,14379.0,80.0,5025.0,45.0,5385.0,48.81656,28.699945,117.93493,3.089035,364.30512649255,100.0,100.0,234.9446
50,750.0,1.4411200000000004,30.096,93.70799,88.53799,9.252546666666667,31.51384333333333,0.0,0.0,14381.666666666666,80.0,5015.0,45.0,5385.0,48.87486333333334,28.845033333333333,118.28432666666669,3.09502,366.0923567198666,100.0,100.0,234.9465
51,765.0,1.4411200000000004,30.096,94.25999,89.10232,9.115216666666669,31.098043333333333,0.0,0.0,14385.0,80.0,5025.0,45.0,5390.0,48.94607,29.01059,118.53961,3.0950566666666663,366.8868101945666,100.0,100.0,234.9449
52,780.0,1.4411200000000004,30.096,94.65199,89.576495,9.134285,30.94482,0.0,0.0,14387.5,80.0,5025.0,45.0,5377.5,49.008825,29.17259,118.097535,3.068645,362.39941029007497,100.0,100.0,234.9439
53,795.0,1.4411200000000004,30.096,95.25,90.02865666666668,9.292596666666666,30.9747,0.0,0.0,14390.333333333334,80.0,5025.0,45.0,5385.0,49.06979333333334,29.31589333333333,118.4952,3.0912466666666667,366.297892016,100.0,100.0,234.9413
54,810.0,1.4411200000000004,30.096,95.83299,90.61332333333333,9.380333333333336,30.89586,0.0,0.0,14392.333333333334,80.0,5030.0,45.0,5385.0,49.14634333333333,29.498363333333334,119.08215333333334,3.1066366666666667,369.9449838909556,100.0,100.0,234.944
55,825.0,1.4411200000000004,30.096,96.40899,91.23998666666668,9.411486666666669,30.655536666666663,0.0,0.0,14394.333333333334,80.0,5025.0,45.0,5385.0,49.23357000000001,29.67282333333333,119.16180333333334,3.1161700000000003,371.3284366932334,100.0,100.0,234.9429
56,840.0,1.4411200000000004,30.096,96.81799,91.73999,9.36126,30.43746,0.0,0.0,14397.0,80.0,5025.0,45.0,5385.0,49.313235,29.821465,116.293225,3.0295500000000004,352.31613979875004,100.0,100.0,234.945
57,855.0,1.5071199999999993,30.162,97.34698,92.18665666666668,9.340283333333332,30.22066333333333,66.66666666666667,1192.6666666666667,14391.666666666666,80.0,5025.0,45.0,5390.0,49.38844666666666,29.97545333333333,117.88851666666666,3.1172766666666667,367.4911222729445,100.0,100.0,234.9325
58,870.0,1.5771199999999996,30.232,97.69499,92.67998666666666,9.33138,30.570976666666667,100.0,1639.6666666666667,14418.0,80.0,5020.0,45.0,5385.0,49.48813666666667,30.14724333333333,117.77907333333332,3.1076833333333336,366.0200632134445,100.0,100.0,234.8047
59,885.0,1.5351200000000016,30.19,98.18998,93.05565,9.319936666666663,31.13619333333333,100.0,1663.6666666666667,14400.666666666666,80.0,5030.0,45.0,5395.0,49.53976333333333,30.31369,118.52256333333332,3.132003333333333,371.2130634352111,100.0,100.0,234.8738
60,900.0,1.5411200000000018,30.196,98.37998,93.374485,9.2802,31.57138,100.0,1642.5,14400.0,80.0,5025.0,45.0,5400.0,49.641685,30.48637,118.601225,3.13684,372.033066629,100.0,100.0,234.8234
61,915.0,1.5751200000000007,30.23,98.76098,93.67998333333333,9.285603333333333,31.30594333333333,100.0,1638.6666666666667,14426.333333333334,80.0,5035.0,45.0,5390.0,49.72846666666667,30.62433333333333,118.49403666666667,3.1429333333333336,372.4188576408889,100.0,100.0,234.8227
62,930.0,1.5611200000000014,30.216,99.18099,93.98632333333336,9.21058,31.094863333333336,100.0,1664.0,14418.0,80.0,5025.0,45.0,5395.0,49.84239666666667,30.766746666666663,117.5143,3.104866666666666,364.8662329266666,100.0,100.0,234.8829
63,945.0,1.5531199999999987,30.208,99.40899,94.129485,9.24396,30.675885,100.0,1558.5,14423.5,80.0,5025.0,45.0,5392.5,49.931405,30.89359,116.93593,3.0959950000000003,362.03305460035006,100.0,100.0,234.8117
64,960.0,1.5711199999999994,30.226,99.68099,94.36165333333334,9.181973333333334,30.26262333333333,100.0,1625.0,14431.333333333334,80.0,5030.0,45.0,5395.0,49.99460333333334,31.0587,117.10902666666668,3.0926666666666662,362.1791831377778,100.0,100.0,234.9185
65,975.0,1.5511199999999998,30.206,99.86299,94.73865,9.229653333333331,30.726746666666667,100.0,1616.6666666666667,14432.666666666666,80.0,5025.0,45.0,5395.0,50.08539666666667,31.207346666666663,117.29098666666664,3.0947066666666667,362.9811983772444,100.0,100.0,234.7848
66,990.0,1.5511199999999998,30.206,100.09498,94.99799333333333,9.19723,29.971436666666666,100.0,1605.3333333333333,14429.0,80.0,5025.0,45.0,5395.0,50.20733666666666,31.370236666666667,117.32742,3.10281,364.0446920502,100.0,100.0,234.8521
67,1005.0,1.5871200000000012,30.242,100.18998,95.33299,9.17434,29.98352,100.0,1595.0,14440.5,80.0,5025.0,45.0,5392.5,50.29991,31.518435,116.97101,3.082775,360.59530535275,100.0,100.0,234.8579
68,1020.0,1.5691200000000005,30.224,100.23799,95.76331666666664,9.137466666666668,29.60713,100.0,1603.6666666666667,14444.0,80.0,5025.0,45.0,5400.0,50.39959666666667,31.63281333333333,116.97254,3.0984266666666667,362.4308372037333,100.0,100.0,234.7594
69,1035.0,1.5731200000000019,30.228,100.33299,96.03132333333332,9.071980000000002,29.21676,100.0,1611.6666666666667,14432.333333333334,80.0,5025.0,45.0,5400.0,50.47525666666667,31.78057,116.66262666666664,3.086383333333333,360.06558656688884,100.0,100.0,234.8998
70,1050.0,1.58912,30.244,100.33299,96.272485,9.11426,29.792785,100.0,1569.0,14449.0,80.0,5025.0,45.0,5400.0,50.542905000000005,31.84955,118.203145,3.13403,370.45220252435,100.0,100.0,234.8075
71,1065.0,1.5531199999999987,30.208,100.52299,96.48466,9.11458,29.09087333333333,100.0,1634.0,14445.666666666666,80.0,5030.0,45.0,5400.0,50.625683333333335,31.958586666666665,117.94519666666667,3.120616666666667,368.0617464712778,100.0,100.0,234.8272
72,1080.0,1.55712,30.212,100.76098,96.60532333333332,9.081516666666667,29.34900333333333,66.66666666666667,1086.3333333333333,14437.333333333334,80.0,5025.0,45.0,5405.0,50.744953333333335,32.08231,118.29474666666668,3.090756666666667,365.62027689164455,100.0,100.0,234.843
73,1095.0,1.55712,30.212,101,96.80265333333334,9.07071,29.11058333333333,0.0,0.0,14453.0,80.0,5030.0,45.0,5400.0,50.84731666666666,32.17666,118.36923333333334,3.0814533333333336,364.7492686191112,100.0,100.0,234.8063
74,1110.0,1.55712,30.212,101.14999,96.93149,9.181015,28.96213,0.0,0.0,14455.5,80.0,5025.0,45.0,5400.0,50.93143,32.260774999999995,119.391475,3.105855,370.812609586125,100.0,100.0,234.7957
75,1125.0,1.5551200000000012,30.21,101.44999,97.10065333333334,9.239193333333333,28.943376666666666,0.0,0.0,14458.333333333334,80.0,5035.0,45.0,5415.0,51.007533333333335,32.36803333333334,117.24566666666664,3.04198,356.6589730866666,100.0,100.0,234.7922
76,1140.0,1.5551200000000012,30.21,101.79998,97.31832,9.16735,29.050186666666665,0.0,0.0,14460.666666666666,80.0,5035.0,45.0,5410.0,51.09119999999999,32.463273333333326,118.56144333333332,3.0835033333333333,365.5846057231444,100.0,100.0,234.796
77,1155.0,1.5551200000000012,30.21,102.09999,97.56498666666668,9.070076666666669,28.79142333333333,0.0,0.0,14463.333333333334,80.0,5030.0,45.0,5405.0,51.14727666666667,32.58788666666666,118.33369,3.0840266666666665,364.9442555250666,100.0,100.0,234.796
78,1170.0,1.5551200000000012,30.21,102.34999,97.825485,8.94641,28.52439,0.0,0.0,14464.5,80.0,5040.0,45.0,5407.5,51.225165,32.670665,119.36698,3.10678,370.8469461244,100.0,100.0,234.7856
79,1185.0,1.5551200000000012,30.21,102.75,98.11099000000002,8.979156666666666,28.41249666666667,0.0,0.0,14465.666666666666,80.0,5030.0,45.0,5410.0,51.27812333333333,32.77925666666666,116.86953333333334,3.0295166666666677,354.058199058889,100.0,100.0,234.7923
80,1200.0,1.5551200000000012,30.21,103.14999,98.45999,8.932743333333333,28.35019,0.0,0.0,14467.0,80.0,5030.0,45.0,5410.0,51.35645,32.92701333333333,118.36097333333332,3.0713933333333334,363.5331044228445,100.0,100.0,234.7826
81,1215.0,1.5551200000000012,30.21,103.54998,98.88765333333332,8.880609999999999,27.98652,0.0,0.0,14468.333333333334,80.0,5035.0,45.0,5415.0,51.43923,33.05251666666667,118.81037333333336,3.08629,366.68326711493336,100.0,100.0,234.7866
82,1230.0,1.5551200000000012,30.21,103.89999,99.226485,8.7881,27.83584,0.0,0.0,14468.0,80.0,5032.5,45.0,5415.0,51.524235,33.168675,118.5647,3.096625,367.1504141375,100.0,100.0,234.788
83,1245.0,1.5531199999999987,30.208,104.31498,99.51499,8.789056666666667,27.63875,0.0,0.0,14469.0,80.0,5025.0,45.0,5410.0,51.591433333333335,33.29284333333333,117.99498333333332,3.067586666666667,361.9598376068889,100.0,100.0,234.7914
84,1260.0,1.5531199999999987,30.208,104.57798,99.840485,8.700365,27.462,0.0,0.0,14470.5,80.0,5040.0,45.0,5415.0,51.628375,33.399649999999994,118.26835,3.08495,364.8519463325,100.0,100.0,234.7788
85,1275.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
86,1290.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
87,1305.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
88,1320.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
89,1335.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
90,1350.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
91,1365.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
92,1380.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
93,1395.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
94,1410.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
95,1425.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
96,1440.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
97,1455.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
98,1470.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
99,1485.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
100,1500.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
101,1515.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
102,1530.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
103,1545.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
104,1560.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
105,1575.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
106,1590.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
107,1605.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
108,1620.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
109,1635.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
110,1650.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
111,1665.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
112,1680.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
113,1695.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
114,1710.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
115,1725.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
116,1740.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
117,1755.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
118,1770.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
119,1785.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
120,1800.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
121,1815.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
122,1830.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
123,1845.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
124,1860.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
125,1875.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
126,1890.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
127,1905.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
128,1920.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
129,1935.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
130,1950.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
131,1965.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
132,1980.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
133,1995.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
134,2010.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
135,2025.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
136,2040.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
137,2055.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
138,2070.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
139,2085.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
140,2100.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
141,2115.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
142,2130.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
143,2145.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
144,2160.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
145,2175.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
146,2190.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
147,2205.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
148,2220.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
149,2235.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
150,2250.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,,
