,time,Ohaus Water Weight,Ohaus Weight,Bucket Temp,Bucket Temp 2 (Figure out later lol),Intake Air RH,Exhaust RH,Grinder PWM,Grinder RPM,Stable Mass ,Intake Fan PWM,Intake Fan RPM,Exhaust Fan PWM,Exhaust Fan RPM,Intake SHT40,Exhaust SHT40,V_rms ,I_rms,Watts,Bucket Heater PWM,Intake Heater PWM
10,50.0,0.46407999999999977,28.266,38.67599,38.29399,21.17156,30.73501,100.0,1787.0,11881.0,80.0,5055.0,45.0,5445.0,29.9897,23.37806,117.55599,3.1587,371.324105613,100.0,100.0
11,55.0,0.46407999999999977,28.266,40.74198,40.19999,20.07675,30.29251,100.0,1768.0,11873.0,80.0,5055.0,45.0,5445.0,31.04446,23.54629,118.55339,3.20037,379.4147127543,100.0,100.0
12,60.0,0.46407999999999977,28.266,42.62799,41.94198,18.87321,30.00068,100.0,1787.0,11856.0,80.0,5055.0,45.0,5430.0,32.20603,23.71185,114.71882,3.08778,354.2264780196,100.0,100.0
13,65.0,0.4620800000000009,28.264,44.47198,43.55499,17.90809,29.74319,100.0,1787.0,11850.0,80.0,5055.0,45.0,5430.0,33.10058,23.89076,115.49539,3.10069,358.11540081910005,100.0,100.0
14,70.0,0.4620800000000009,28.264,46.22198,45.05499,17.14515,29.33311,100.0,1787.0,11839.0,80.0,5055.0,45.0,5430.0,33.89366,24.05632,115.30842,3.0979,357.213954318,100.0,100.0
15,75.0,0.46407999999999977,28.266,47.86399,46.41598,16.38031,28.98025,100.0,1855.0,11834.0,80.0,5040.0,45.0,5430.0,34.60395,24.23522,115.60209,3.09944,358.3017418296,100.0,100.0
16,80.0,0.46407999999999977,28.266,49.44398,47.72898,15.76042,28.87344,100.0,1806.0,11840.0,80.0,5055.0,45.0,5445.0,35.28755,24.3901,115.54341,3.11773,360.2331556593,100.0,100.0
17,85.0,0.4620800000000009,28.264,50.94499,48.94499,15.15388,28.68652,100.0,1787.0,11839.0,80.0,5040.0,45.0,5430.0,36.00852,24.53697,115.85511,3.10853,360.1390850883,100.0,100.0
18,90.0,0.46407999999999977,28.266,52.40499,50.13499,14.60075,28.10668,100.0,1806.0,11836.0,80.0,5040.0,45.0,5430.0,36.54792,24.67315,115.29505,3.09228,356.52457721400003,100.0,100.0
19,95.0,0.4620800000000009,28.264,53.76298,51.18899,14.14489,28.26118,100.0,1787.0,11831.0,80.0,5040.0,45.0,5430.0,37.05261,24.81201,117.47207,3.17776,373.2980451632,100.0,100.0
20,100.0,0.4620800000000009,28.264,55.13499,52.18899,13.74435,27.85491,100.0,1787.0,11830.0,80.0,5055.0,45.0,5430.0,37.51724,24.98291,118.63656,3.20201,379.8754514856,100.0,100.0
21,105.0,0.4620800000000009,28.264,56.40499,53.13099,13.27705,27.54402,100.0,1793.0,11834.0,80.0,5040.0,45.0,5430.0,38.01658,25.09506,116.22169,3.13732,364.6246324708,100.0,100.0
22,110.0,0.460080000000002,28.262,57.62098,54.02699,12.98904,27.43148,100.0,1806.0,11834.0,80.0,5040.0,45.0,5445.0,38.43582,25.23124,115.30842,3.10406,357.9242541852,100.0,100.0
23,115.0,0.46407999999999977,28.266,58.86099,54.89099,12.68196,27.21023,100.0,1787.0,11832.0,80.0,5040.0,45.0,5445.0,38.815,25.33538,116.57388,3.11718,363.3817672584,100.0,100.0
24,120.0,0.4620800000000009,28.264,60,55.70199,12.41874,26.84974,100.0,1752.0,11827.0,80.0,5025.0,45.0,5445.0,39.16213,25.44754,116.60032,3.14921,367.1988937472,100.0,100.0
25,125.0,0.4620800000000009,28.264,61.19398,56.53999,12.18605,26.87644,100.0,1931.0,11822.0,80.0,5025.0,45.0,5445.0,39.50126,25.61576,115.79922,3.09733,358.6683980826,100.0,100.0
26,130.0,0.4620800000000009,28.264,62.30499,57.29699,11.89422,26.69334,100.0,1806.0,11822.0,80.0,5040.0,45.0,5430.0,39.83772,25.74127,117.52191,3.14492,369.5970051972,100.0,100.0
27,135.0,0.4620800000000009,28.264,63.33299,58.0,11.65771,26.5789,100.0,1806.0,11829.0,80.0,5040.0,45.0,5445.0,40.12878,25.8641,114.98182,3.09031,355.3294681642,100.0,100.0
28,140.0,0.4620800000000009,28.264,64.36099,58.66598,11.48986,26.48735,100.0,1806.0,11834.0,80.0,5025.0,45.0,5430.0,40.37979,25.94955,117.75511,3.15431,371.4361210241,100.0,100.0
29,145.0,0.4620800000000009,28.264,65.30499,59.35099,11.25717,26.20124,100.0,1806.0,11835.0,80.0,5040.0,45.0,5445.0,40.67619,26.08573,117.66084,3.15431,371.1387642204,100.0,100.0
30,150.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
31,155.0,0.4620800000000009,28.264,66.22799,59.94499,11.14273,25.91133,100.0,1768.0,11828.0,80.0,5040.0,45.0,5445.0,40.92987,26.17118,118.43893,3.17968,376.5978969424,100.0,100.0
32,160.0,0.4620800000000009,28.264,67.17098,60.53999,10.98251,25.71868,100.0,1935.0,11822.0,80.0,5040.0,45.0,5445.0,41.14349,26.27799,116.45748,3.11341,362.5798828068,100.0,100.0
33,165.0,0.4620800000000009,28.264,68.05799,61.13798,10.76889,25.71296,100.0,1806.0,11822.0,80.0,5040.0,45.0,5445.0,41.35177,26.35543,117.77081,3.15486,371.5504176366,100.0,100.0
34,170.0,0.4620800000000009,28.264,68.94099,61.69398,10.69831,25.6977,100.0,1768.0,11825.0,80.0,5040.0,45.0,5430.0,41.55738,26.49162,117.70536,3.15444,371.2944957984,100.0,100.0
35,175.0,0.4620800000000009,28.264,69.77099,62.22198,10.5648,25.50506,100.0,1806.0,11833.0,80.0,5040.0,45.0,5445.0,41.77101,26.59576,115.78858,3.12428,361.7559447224,100.0,100.0
36,180.0,0.4620800000000009,28.264,70.52899,62.77699,10.41793,25.57373,100.0,1806.0,11842.0,80.0,5025.0,45.0,5445.0,41.9419,26.67053,114.92552,3.08609,354.6704980168,100.0,100.0
37,185.0,0.4620800000000009,28.264,71.36299,63.30499,10.31875,25.1255,100.0,1855.0,11839.0,80.0,5025.0,45.0,5445.0,42.12615,26.79069,117.72369,3.17886,374.2271291934,100.0,100.0
38,190.0,0.4620800000000009,28.264,72.11698,63.83299,10.18714,24.67727,100.0,1806.0,11831.0,80.0,5025.0,45.0,5445.0,42.2837,26.8708,115.09704,3.09704,356.4601367616,100.0,100.0
39,195.0,0.4620800000000009,28.264,72.88198,64.27699,10.17951,24.98054,100.0,1935.0,11825.0,80.0,5040.0,45.0,5445.0,42.43858,27.00164,116.58445,3.14645,366.82714270250005,100.0,100.0
40,200.0,0.4620800000000009,28.264,73.59298,64.75,10.02502,24.74784,100.0,1768.0,11824.0,80.0,5040.0,45.0,5460.0,42.59613,27.09243,114.8665,3.08567,354.440113055,100.0,100.0
41,205.0,0.4620800000000009,28.264,74.33299,65.25,9.93537,24.61242,100.0,1787.0,11833.0,80.0,5040.0,45.0,5445.0,42.77503,27.20191,118.13143,3.18814,376.6195372402,100.0,100.0
42,210.0,0.4620800000000009,28.264,75.03099,65.69398,9.85336,24.60479,100.0,1793.0,11845.0,80.0,5025.0,45.0,5445.0,42.88719,27.27401,118.43112,3.17324,375.8103672288,100.0,100.0
43,215.0,0.4620800000000009,28.264,75.71798,66.17098,9.79232,24.51133,100.0,1787.0,11850.0,80.0,5025.0,45.0,5445.0,43.03939,27.35946,117.79174,3.18008,374.5871565392,100.0,100.0
44,220.0,0.4620800000000009,28.264,76.375,66.62799,9.69696,24.09934,100.0,1787.0,11845.0,80.0,5040.0,45.0,5445.0,43.14086,27.46627,117.47994,3.17161,372.6005525034,100.0,100.0
45,225.0,0.4620800000000009,28.264,77.03199,67.08499,9.59777,24.1661,100.0,1806.0,11834.0,80.0,5040.0,45.0,5445.0,43.29841,27.54638,115.70336,3.09901,358.5658696736,100.0,100.0
46,230.0,0.4620800000000009,28.264,77.64498,67.48498,9.59587,24.07073,100.0,1768.0,11825.0,80.0,5010.0,45.0,5460.0,43.41857,27.64518,118.67292,3.18418,377.8759384056,100.0,100.0
47,235.0,0.4620800000000009,28.264,78.32199,67.97099,9.49096,24.04975,0.0,0.0,11827.0,80.0,5040.0,45.0,5460.0,43.52005,27.73864,118.8157,3.14604,373.79894482800006,100.0,100.0
48,240.0,0.4620800000000009,28.264,78.93499,68.41099,9.43946,23.78082,0.0,0.0,11831.0,80.0,5040.0,45.0,5445.0,43.65356,27.81875,118.67033,3.13414,371.9294280662,100.0,100.0
49,245.0,0.4620800000000009,28.264,79.56599,68.85198,9.41848,23.57101,0.0,0.0,11833.0,80.0,5025.0,45.0,5460.0,43.76037,27.92289,116.63468,3.06858,357.9028463544,100.0,100.0
50,250.0,0.4620800000000009,28.264,80.16598,69.25698,9.38034,23.38981,0.0,0.0,11833.0,80.0,5040.0,45.0,5460.0,43.84849,28.03771,118.00874,3.11174,367.2125166076,100.0,100.0
51,255.0,0.4620800000000009,28.264,80.73298,69.65699,9.2926,23.17237,0.0,0.0,11834.0,80.0,5040.0,45.0,5445.0,43.96331,28.15788,116.31977,3.06193,356.1629933561,100.0,100.0
52,260.0,0.4620800000000009,28.264,81.29998,70.05799,9.23538,23.05984,0.0,0.0,11835.0,80.0,5025.0,45.0,5445.0,44.06478,28.25134,118.59237,3.14341,372.7844417817,100.0,100.0
53,265.0,0.4620800000000009,28.264,81.83299,70.44099,9.20104,22.92442,0.0,0.0,11836.0,80.0,5025.0,45.0,5445.0,44.16893,28.36616,117.7682,3.10531,365.7067691419999,100.0,100.0
54,270.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
55,275.0,0.4620800000000009,28.264,82.34399,70.82299,9.21821,22.76039,0.0,0.0,11838.0,80.0,5025.0,45.0,5460.0,44.23568,28.46763,118.51177,3.14424,372.6294477048,100.0,100.0
56,280.0,0.4620800000000009,28.264,82.89599,71.24198,9.14764,22.55058,0.0,0.0,11838.0,80.0,5025.0,45.0,5460.0,44.33181,28.53706,117.10415,3.08215,360.9325559225,100.0,100.0
57,285.0,0.4620800000000009,28.264,83.44799,71.63598,9.13429,22.41516,0.0,0.0,11840.0,80.0,5040.0,45.0,5460.0,44.3959,28.65989,117.28562,3.11718,365.6003889516,100.0,100.0
58,290.0,0.4620800000000009,28.264,83.93099,72.02899,9.06944,22.27401,0.0,0.0,11840.0,80.0,5040.0,45.0,5460.0,44.4947,28.74534,115.54074,3.06221,353.8100094354,100.0,100.0
59,295.0,0.4620800000000009,28.264,84.42799,72.41099,8.98742,22.16148,0.0,0.0,11840.0,80.0,5025.0,45.0,5460.0,44.55345,28.82278,115.39125,3.03985,350.7720913125,100.0,100.0
60,300.0,0.4620800000000009,28.264,84.92799,72.76399,9.01031,21.95549,0.0,0.0,11842.0,80.0,5025.0,45.0,5460.0,44.67094,28.92425,117.58746,3.12455,367.407898143,100.0,100.0
61,305.0,0.4620800000000009,28.264,85.42799,73.18699,8.93974,21.78764,0.0,0.0,11843.0,80.0,5040.0,45.0,5460.0,44.70031,29.00703,117.37231,3.08805,362.4515618955,100.0,100.0
62,310.0,0.4620800000000009,28.264,85.89199,73.56199,8.90731,21.73423,0.0,0.0,11843.0,80.0,5040.0,45.0,5460.0,44.78309,29.13253,115.17735,3.04515,350.7323073525,100.0,100.0
63,315.0,0.4620800000000009,28.264,86.36999,73.93699,8.86344,21.54541,0.0,0.0,11844.0,80.0,5025.0,45.0,5445.0,44.86587,29.21798,115.38591,3.04928,351.8439476448,100.0,100.0
64,320.0,0.4620800000000009,28.264,86.85099,74.30299,8.87489,21.51679,0.0,0.0,11845.0,80.0,5025.0,45.0,5460.0,44.94598,29.32479,115.77261,3.06944,355.3570800384,100.0,100.0
65,325.0,0.4620800000000009,28.264,87.29598,74.69599,8.85581,21.35848,0.0,0.0,11847.0,80.0,5040.0,45.0,5460.0,45.01274,29.38621,115.71669,3.06632,354.8244008808,100.0,100.0
66,330.0,0.4620800000000009,28.264,87.77699,75.06199,8.80622,21.18682,0.0,0.0,11847.0,80.0,5040.0,45.0,5460.0,45.05012,29.48501,118.18882,3.13635,370.681505607,100.0,100.0
67,335.0,0.4620800000000009,28.264,88.22999,75.43699,8.84056,21.13533,0.0,0.0,11848.0,80.0,5025.0,45.0,5460.0,45.12756,29.58648,115.72734,3.07014,355.2991356276,100.0,100.0
68,340.0,0.4620800000000009,28.264,88.69198,75.81199,8.77952,21.01707,0.0,0.0,11850.0,80.0,5040.0,45.0,5460.0,45.19165,29.65591,116.67167,3.09606,361.2224906202,100.0,100.0
69,345.0,0.4620800000000009,28.264,89.07598,76.15599,8.70895,20.91026,0.0,0.0,11851.0,80.0,5040.0,45.0,5460.0,45.29045,29.72534,116.13679,3.05439,354.72705000810004,100.0,100.0
70,350.0,0.4620800000000009,28.264,89.53799,76.53099,8.66508,20.78247,0.0,0.0,11852.0,80.0,5025.0,45.0,5460.0,45.31448,29.80812,118.45715,3.14064,372.031263576,100.0,100.0
71,355.0,0.4620800000000009,28.264,89.92298,76.84298,8.65173,20.70999,0.0,0.0,11854.0,80.0,5025.0,45.0,5460.0,45.38391,29.90158,117.95388,3.10713,366.4980391644,100.0,100.0
72,360.0,0.4620800000000009,28.264,90.35998,77.22499,8.69178,20.57838,0.0,0.0,11855.0,80.0,5040.0,45.0,5460.0,45.44799,29.98703,118.37124,3.13552,371.1553904448,100.0,100.0
73,365.0,0.4620800000000009,28.264,90.75999,77.57998,8.64791,20.42007,0.0,0.0,11857.0,80.0,5040.0,45.0,5460.0,45.5014,30.07514,118.59757,3.1322,371.471308754,100.0,100.0
74,370.0,0.4620800000000009,28.264,91.11999,77.93499,8.55827,20.33424,0.0,0.0,11857.0,80.0,5040.0,45.0,5475.0,45.56282,30.1419,115.11311,3.04771,350.8313764781,100.0,100.0
75,375.0,0.4620800000000009,28.264,91.55999,78.28999,8.56018,20.20645,0.0,0.0,11859.0,80.0,5040.0,45.0,5460.0,45.60821,30.23269,116.33567,3.05851,355.8138100517,100.0,100.0
76,380.0,0.4620800000000009,28.264,91.91999,78.64498,8.52394,20.195,0.0,0.0,11861.0,80.0,5040.0,45.0,5460.0,45.66696,30.31814,117.04095,3.10937,363.9236187015,100.0,100.0
77,385.0,0.4620800000000009,28.264,92.27999,79.0,8.55636,20.0119,0.0,0.0,11862.0,80.0,5040.0,45.0,5460.0,45.7257,30.41694,117.13836,3.08129,360.9372572844,100.0,100.0
78,390.0,0.4620800000000009,28.264,92.63999,79.36599,8.44764,19.99473,0.0,0.0,11865.0,80.0,5040.0,45.0,5460.0,45.75775,30.51307,114.64086,3.02037,346.2578143182,100.0,100.0
79,395.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
80,400.0,0.460080000000002,28.262,92.95999,79.73298,8.45909,19.89173,0.0,0.0,11864.0,80.0,5040.0,45.0,5475.0,45.82183,30.56114,118.22273,3.12025,368.8844732825,100.0,100.0
81,405.0,0.460080000000002,28.262,93.33299,80.09999,8.45909,19.81163,0.0,0.0,11866.0,80.0,5040.0,45.0,5460.0,45.84854,30.6546,115.04347,3.03157,348.7623323479,100.0,100.0
82,410.0,0.4620800000000009,28.264,93.66598,80.46598,8.47434,19.6228,0.0,0.0,11866.0,80.0,5040.0,45.0,5460.0,45.90461,30.72669,116.67695,3.06958,358.14923218100006,100.0,100.0
83,415.0,0.4620800000000009,28.264,94,80.83299,8.41903,19.63424,0.0,0.0,11868.0,80.0,5040.0,45.0,5475.0,45.95001,30.83618,118.09751,3.13372,370.0845290372,100.0,100.0
84,420.0,0.4620800000000009,28.264,94.34698,81.19999,8.40187,19.48356,100.0,1836.0,11866.0,80.0,5040.0,45.0,5460.0,46.01676,30.9056,118.30352,3.17613,375.7473589776,100.0,100.0
85,425.0,0.4620800000000009,28.264,94.69499,81.46598,8.41712,19.43016,100.0,1806.0,11873.0,80.0,5040.0,45.0,5475.0,46.0408,30.97236,115.28703,3.09396,356.6934593388,100.0,100.0
86,430.0,0.460080000000002,28.262,95.04098,81.69999,8.42094,19.45304,100.0,1806.0,11877.0,80.0,5040.0,45.0,5460.0,46.11289,31.03111,117.60842,3.16365,372.071877933,100.0,100.0
87,435.0,0.460080000000002,28.262,95.41598,81.96598,8.35227,19.58465,100.0,1787.0,11888.0,80.0,5040.0,45.0,5475.0,46.11824,31.11389,115.42063,3.09873,357.65736879990004,100.0,100.0
88,440.0,0.4580800000000031,28.26,95.75,82.17199,8.29315,19.71626,100.0,1793.0,11897.0,80.0,5040.0,45.0,5460.0,46.18232,31.18331,117.25408,3.15486,369.9202068288,100.0,100.0
89,445.0,0.460080000000002,28.262,96.08999,82.41299,8.28361,19.76013,100.0,1750.0,11894.0,80.0,5040.0,45.0,5475.0,46.24107,31.21269,115.61541,3.1042,358.893355722,100.0,100.0
90,450.0,0.460080000000002,28.262,96.45399,82.61999,8.27026,19.56558,100.0,1787.0,11888.0,80.0,5040.0,45.0,5475.0,46.26243,31.30081,115.28436,3.09255,356.52264751800004,100.0,100.0
91,455.0,0.460080000000002,28.262,96.81799,82.82699,8.23402,19.71435,100.0,1768.0,11882.0,80.0,5040.0,45.0,5460.0,46.31317,31.37557,116.62411,3.10447,362.0560507717,100.0,100.0
92,460.0,0.460080000000002,28.262,97.12998,83.03399,8.20541,19.83261,100.0,1750.0,11884.0,80.0,5040.0,45.0,5475.0,46.34521,31.42364,116.53157,3.1369,365.547881933,100.0,100.0
93,465.0,0.4580800000000031,28.26,97.47799,83.27499,8.12721,19.61517,100.0,1787.0,11896.0,80.0,5025.0,45.0,5475.0,46.41731,31.49841,115.84181,3.11271,360.5819604051,100.0,100.0
94,470.0,0.4620800000000009,28.264,97.78199,83.51699,8.15391,19.82307,100.0,1787.0,11908.0,80.0,5040.0,45.0,5460.0,46.4627,31.58119,115.49806,3.07763,355.4602943978,100.0,100.0
95,475.0,0.460080000000002,28.262,98.09498,83.72399,8.10241,19.80018,100.0,1768.0,11910.0,80.0,5010.0,45.0,5475.0,46.45736,31.63192,115.67938,3.08073,356.3769363474,100.0,100.0
96,480.0,0.460080000000002,28.262,98.42799,83.93099,8.13293,19.71626,100.0,1772.0,11900.0,80.0,5040.0,45.0,5475.0,46.51077,31.69067,118.62097,3.1723,376.301303131,100.0,100.0
97,485.0,0.460080000000002,28.262,98.76098,84.14199,8.06617,19.74868,100.0,1768.0,11890.0,80.0,5040.0,45.0,5475.0,46.52946,31.7601,117.33029,3.12553,366.7193413037,100.0,100.0
98,490.0,0.460080000000002,28.262,99.04499,84.35699,8.11195,19.88029,100.0,1750.0,11889.0,80.0,5040.0,45.0,5460.0,46.54815,31.81884,118.23315,3.17681,375.6042532515,100.0,100.0
99,495.0,0.4620800000000009,28.264,99.36299,84.60699,8.07952,19.79064,100.0,1772.0,11893.0,80.0,5040.0,45.0,5475.0,46.60156,31.86691,118.46495,3.17817,376.5017501415,100.0,100.0
100,500.0,0.4620800000000009,28.264,99.63598,84.89199,8.03375,19.89746,100.0,1793.0,11901.0,80.0,5040.0,45.0,5460.0,46.62292,31.92031,117.06202,3.11412,364.5451777224,100.0,100.0
101,505.0,0.460080000000002,28.262,99.90899,85.10699,7.99942,19.47784,100.0,1787.0,11909.0,80.0,5040.0,45.0,5475.0,46.6603,31.96037,115.28703,3.07269,354.24130421070004,100.0,100.0
102,510.0,0.460080000000002,28.262,100.18998,85.35699,7.99179,19.76585,100.0,1768.0,11910.0,80.0,5040.0,45.0,5475.0,46.7057,32.02178,118.69889,3.17927,377.3758200103,100.0,100.0
103,515.0,0.460080000000002,28.262,100.47599,85.53498,7.95173,19.59228,100.0,1768.0,11906.0,80.0,5040.0,45.0,5475.0,46.72973,32.0832,117.79174,3.16461,372.7649183214001,100.0,100.0
104,520.0,0.4580800000000031,28.26,100.76098,85.75,7.9689,19.66094,100.0,1750.0,11906.0,80.0,5040.0,45.0,5475.0,46.7778,32.16598,117.74725,3.13635,369.2965875375,100.0,100.0
105,525.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
106,530.0,0.4580800000000031,28.26,101.04998,85.96398,7.9956,19.81925,100.0,1608.0,11907.0,80.0,5040.0,45.0,5475.0,46.79115,32.20603,116.86437,3.14077,367.0441073649,100.0,100.0
107,535.0,0.460080000000002,28.262,101.29998,86.22198,7.93647,19.63615,100.0,1787.0,11914.0,80.0,5040.0,45.0,5475.0,46.80984,32.27546,118.74563,3.18377,378.0587744251,100.0,100.0
108,540.0,0.460080000000002,28.262,101.59999,86.40699,7.94219,19.61898,100.0,1768.0,11916.0,80.0,5040.0,45.0,5475.0,46.86859,32.32353,115.29237,3.07269,354.25771237530006,100.0,100.0
109,545.0,0.4620800000000009,28.264,101.84999,86.59199,7.87734,19.98329,100.0,1695.0,11912.0,80.0,5040.0,45.0,5475.0,46.88995,32.41432,114.85577,3.06816,352.39587928320003,100.0,100.0
110,550.0,0.4620800000000009,28.264,102.14999,86.73999,7.90023,19.54078,100.0,1768.0,11911.0,80.0,5040.0,45.0,5475.0,46.92466,32.47306,117.36968,3.12373,366.6311905064,100.0,100.0
111,555.0,0.4620800000000009,28.264,102.44999,86.92498,7.87734,19.65332,100.0,1787.0,11909.0,80.0,5055.0,45.0,5475.0,46.94068,32.53448,115.07562,3.06872,353.1348566064,100.0,100.0
112,560.0,0.4620800000000009,28.264,102.69999,87.11099,7.92121,19.74296,100.0,1750.0,11915.0,80.0,5040.0,45.0,5475.0,46.95671,32.5772,117.81791,3.14851,370.9508678141,100.0,100.0
113,565.0,0.460080000000002,28.262,102.94999,87.33299,7.86399,19.71626,100.0,1768.0,11914.0,80.0,5040.0,45.0,5475.0,46.99142,32.64396,118.13926,3.16488,373.8965811888,100.0,100.0
114,570.0,0.460080000000002,28.262,103.19999,87.51799,7.8659,19.59037,100.0,1768.0,11927.0,80.0,5040.0,45.0,5475.0,47.01545,32.70004,115.23355,3.06872,353.619499556,100.0,100.0
115,575.0,0.45608000000000065,28.258,103.44999,87.66598,7.82012,19.81353,100.0,1768.0,11930.0,80.0,5040.0,45.0,5475.0,47.01812,32.74276,118.4103,3.17106,375.486165918,100.0,100.0
116,580.0,0.460080000000002,28.262,103.64999,87.88798,7.85446,19.76013,100.0,1793.0,11924.0,80.0,5025.0,45.0,5490.0,47.04483,32.81753,117.2462,3.12121,365.950011902,100.0,100.0
117,585.0,0.460080000000002,28.262,103.84999,88.07598,7.78961,19.66285,100.0,1768.0,11917.0,80.0,5040.0,45.0,5475.0,47.1009,32.86827,118.26965,3.16282,374.065614413,100.0,100.0
118,590.0,0.4620800000000009,28.264,104.10499,88.26899,7.84111,19.39201,100.0,1772.0,11922.0,80.0,5040.0,45.0,5475.0,47.11158,32.92968,115.91629,3.11048,360.5553017192,100.0,100.0
119,595.0,0.460080000000002,28.262,104.31498,88.46099,7.73048,19.16885,100.0,1642.0,11924.0,80.0,5040.0,45.0,5460.0,47.11425,32.97775,117.95126,3.14424,370.8670697424,100.0,100.0
120,600.0,0.4620800000000009,28.264,104.57798,88.72999,7.75337,19.33097,100.0,1787.0,11945.0,80.0,5040.0,45.0,5490.0,47.1463,33.04183,118.58978,3.16928,375.8442179584,100.0,100.0
121,605.0,0.4620800000000009,28.264,104.78898,89.0,7.77435,19.53315,100.0,1768.0,11949.0,80.0,5055.0,45.0,5475.0,47.15431,33.06854,116.28001,3.09002,359.3075565002,100.0,100.0
122,610.0,0.460080000000002,28.262,105,89.22999,7.72476,19.55032,100.0,1768.0,11945.0,80.0,5040.0,45.0,5490.0,47.21038,33.12461,118.57418,3.16749,375.5825294082,100.0,100.0
123,615.0,0.4580800000000031,28.26,105.20999,89.46099,7.73429,19.1555,100.0,1787.0,11934.0,80.0,5040.0,45.0,5490.0,47.22106,33.18069,117.70274,3.13496,368.9933817904,100.0,100.0
124,620.0,0.460080000000002,28.262,105.47299,89.65299,7.73239,19.24705,100.0,1768.0,11929.0,80.0,5040.0,45.0,5490.0,47.23175,33.22875,118.39988,3.17202,375.5667873576,100.0,100.0
125,625.0,0.460080000000002,28.262,105.68399,89.88398,7.75146,19.39582,100.0,1659.0,11931.0,80.0,5040.0,45.0,5475.0,47.25311,33.28483,117.21202,3.14878,369.0748643356,100.0,100.0
126,630.0,0.4580800000000031,28.26,105.89399,90.15998,7.70759,19.02389,100.0,1787.0,11944.0,80.0,5040.0,45.0,5475.0,47.27714,33.35159,118.20187,3.15155,372.5191033985,100.0,100.0
127,635.0,0.45608000000000065,28.258,106.10499,90.47999,7.69233,19.06585,100.0,1787.0,11952.0,80.0,5040.0,45.0,5475.0,47.30117,33.43704,117.54289,3.15582,370.9442031198,100.0,100.0
128,640.0,0.4580800000000031,28.26,106.31498,90.75999,7.658,19.14978,100.0,1768.0,11953.0,80.0,5055.0,45.0,5475.0,47.31185,33.46908,118.60797,3.17668,376.7795661396,100.0,100.0
129,645.0,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
130,650.0,0.460080000000002,28.262,106.52598,91.07998,7.64083,18.93234,0.0,0.0,11950.0,80.0,5040.0,45.0,5475.0,47.34123,33.54652,117.31452,3.10797,364.6100087244,100.0,100.0
131,655.0,0.4580800000000031,28.26,106.68399,91.31999,7.61032,18.95141,0.0,0.0,11951.0,80.0,5040.0,45.0,5475.0,47.39196,33.60527,114.91748,3.03141,348.3619980468,100.0,100.0
132,660.0,0.4580800000000031,28.26,106.89399,91.51998,7.59696,18.83697,0.0,0.0,11952.0,80.0,5040.0,45.0,5475.0,47.40798,33.6827,118.72746,3.13275,371.943450315,100.0,100.0
