"time","Ohaus Tare Weight","Ohaus Water Weight","Ohaus Weight","Bucket Temp","Bucket Temp 2 (Figure out later lol)","Intake Air RH","Exhaust RH","Grinder PWM","Grinder RPM","Stable Mass ","Intake Fan PWM","Intake Fan RPM","Exhaust Fan PWM","Exhaust Fan RPM","Intake SHT40","Exhaust SHT40","V_rms ","I_rms","Watts","Bucket Heater PWM","Intake Heater PWM"
1710796465000,2.5340000000000025,0.5986400000000026,29.338,21.91999,21.79998,38.83552,41.51535,100,1714,13293,0,0,15,1635,21.75453,21.13235,121.23991,0.12846,15.574478838599997,0,0
1710796470000,2.5360000000000014,0.6006400000000015,29.34,21.87998,21.79998,38.92326,41.47338,100,1419,13299,0,0,15,1635,21.74385,21.13769,121.62828,0.12504,15.208400131200001,0,0
1710796475000,2.5360000000000014,0.6006400000000015,29.34,21.83999,21.79998,39.011,41.39328,100,1752,13307,0,0,15,1635,21.76521,21.12701,119.25848,0.11788,14.0581896224,0,0
1710796480000,2.5340000000000025,0.5986400000000026,29.338,21.83999,21.79998,39.09301,41.41235,100,1768,13315,0,0,15,1635,21.75186,21.12167,119.18092,0.11788,14.0490468496,0,0
1710796485000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.79998,39.16168,41.60881,100,1750,13314,0,0,15,1620,21.74385,21.15104,122.20219,0.12504,15.280161837600001,0,0
1710796490000,2.5360000000000014,0.6006400000000015,29.34,21.87998,21.75999,39.2189,41.5554,100,1750,13311,0,0,15,1620,21.76254,21.13769,122.40885,0.12504,15.306002604000001,0,0
1710796495000,2.5340000000000025,0.5986400000000026,29.338,21.83999,21.79998,39.22653,41.5306,100,1733,13309,0,0,15,1635,21.74118,21.13769,119.01786,0.11788,14.0298253368,0,0
1710796500000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.79998,39.28947,41.6584,100,1750,13296,0,0,15,1635,21.74919,21.13235,118.94534,0.12152,14.4542377168,0,0
1710796505000,2.5360000000000014,0.6006400000000015,29.34,21.87998,21.79998,39.27612,41.62216,100,1787,13293,0,0,15,1635,21.74385,21.14837,121.64854,0.12152,14.7827305808,0,0
1710796510000,2.5340000000000025,0.5986400000000026,29.338,21.83999,21.75999,39.30854,41.59355,100,1772,13302,0,0,15,1635,21.74118,21.13769,122.2501,0.12846,15.704247846,0,0
1710796515000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.79998,39.25704,41.69654,100,1768,13314,0,0,15,1635,21.74652,21.14837,120.87071,0.12152,14.6882086792,0,0
1710796520000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.79998,39.28375,41.7881,100,1768,13320,0,0,15,1635,21.72782,21.14036,119.87203,0.12152,14.5668490856,0,0
1710796525000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.79998,39.23225,41.80145,100,1772,13319,0,0,15,1635,21.76254,21.14837,122.3106,0.12504,15.293717424,0,0
1710796530000,2.5340000000000025,0.5986400000000026,29.338,21.91999,21.75999,39.23606,41.84341,100,1714,13309,0,0,15,1635,21.75186,21.15638,120.04933,0.11788,14.1514150204,0,0
1710796535000,2.5360000000000014,0.6006400000000015,29.34,21.87998,21.79998,39.19601,41.82815,100,1608,13296,0,0,15,1635,21.7572,21.14303,119.54502,0.12152,14.5271108304,0,0
1710796540000,2.5340000000000025,0.5986400000000026,29.338,21.87998,21.83999,39.15786,41.87202,100,1263,13341,0,0,15,1635,21.75186,21.15104,121.68402,0.12504,15.215369860800003,0,0
