"time","Ohaus Tare Weight","Ohaus Water Weight","Ohaus Weight","Bucket Temp","Bucket Temp 2 (Figure out later lol)","Intake Air RH","Exhaust RH","Grinder PWM","Grinder RPM","Stable Mass ","Intake Fan PWM","Intake Fan RPM","Exhaust Fan PWM","Exhaust Fan RPM","Intake SHT40","Exhaust SHT40","V_rms ","I_rms","Watts","Bucket Heater PWM","Intake Heater PWM","Inductance/10000"
1709849655000,3.184000000000001,1.549120000000001,30.204,20.75,21.06665,34.462606666666666,39.84705,100,1585,14524.333333333334,0,0,15,1605,22.56184,20.85375,121.78061666666667,0.12709333333333334,15.477504507555556,0,0,234.8711
1709849670000,3.1700000000000017,1.5351200000000016,30.19,20.70799,21.019995,34.475319999999996,39.88838,100,1586.5,14520,0,0,15,1612.5,22.554275,20.821265,121.935495,0.12317,15.01879491915,0,0,234.8159
1709849685000,3.187999999999999,1.5531199999999987,30.208,20.66598,21,34.479773333333334,40.03333666666666,100,1605,14525.333333333334,0,0,15,1615,22.53158,20.81280666666667,121.00599333333334,0.12140666666666666,14.690934297288889,0,0,234.9236
1709849700000,3.178000000000001,1.5431200000000007,30.198,20.625,20.97199333333333,34.507110000000004,40.192280000000004,100,1613.6666666666667,14520.666666666666,0,0,15,1605,22.515559999999997,20.801233333333332,120.92888333333333,0.12729333333333334,15.393440655777779,0,0,234.7798
1709849715000,3.182000000000002,1.547120000000002,30.202,20.58299,20.943986666666664,34.52936333333333,40.33215333333333,100,1639,14515.333333333334,0,0,15,1610,22.49509,20.778090000000002,120.96833333333332,0.12614666666666666,15.25975202222222,0,0,234.8383
1709849730000,3.2119999999999997,1.5771199999999996,30.232,20.54098,20.936985,34.530635000000004,40.299409999999995,100,1612,14527,0,0,15,1605,22.487524999999998,20.769190000000002,121.083425,0.12504,15.140271462000003,0,0,234.9304
1709849745000,3.1640000000000015,1.5291200000000014,30.184,20.5,20.88866,34.585946666666665,40.121073333333335,100,1567.3333333333333,14517.333333333334,0,0,15,1610,22.483513333333335,20.755840000000003,121.51152,0.13058,15.866974281600001,0,0,234.7731
1709849760000,3.155999999999999,1.5211199999999987,30.176,20.45799,20.860996666666665,34.60883666666667,40.03333666666666,100,1591.6666666666667,14499.666666666666,0,0,15,1605,22.462149999999998,20.752280000000003,120.92545,0.12265333333333334,14.831909527333334,0,0,234.9254
1709849775000,3.1739999999999995,1.5391199999999994,30.194,20.41598,20.818986666666664,34.589130000000004,40.25268,49.666666666666664,941.6666666666666,14515,0,0,15,1615,22.44168,20.73715,121.94617999999998,0.08876333333333335,10.824349424066668,0,0,233.7279
1709849790000,3.16,1.52512,30.18,20.41598,20.770490000000002,34.61265,40.022845000000004,100,1677,14497.5,0,0,15,1612.5,22.434115,20.738484999999997,120.72107,0.11788,14.2305997316,0,0,234.9578
1709849805000,3.193999999999999,1.559119999999999,30.214,20.375,20.75,34.68067666666666,40.00281666666667,100,1622.3333333333333,14529,0,0,15,1610,22.433669999999996,20.72113,122.01598333333334,0.12030666666666667,14.67933623488889,0,0,234.8837
1709849820000,3.103999999999999,1.469119999999999,30.124,20.33299,20.735996666666665,34.76206,40.021253333333334,100,1622.3333333333333,14514.666666666666,0,0,15,1610,22.41587,20.72914,121.25649333333332,0.12127666666666666,14.705583323155553,0,0,234.8465
1709849835000,3.1340000000000003,1.4991200000000002,30.154,20.29098,20.686985,34.821505,40.054315,100,1635.5,14493.5,0,0,15,1612.5,22.407415,20.71178,121.705065,0.11788,14.3465930622,0,0,234.9386
1709849850000,3.1340000000000003,1.4991200000000002,30.154,20.29098,20.679983333333336,34.90511,40.095643333333335,100,1631.6666666666667,14528.666666666666,0,0,15,1610,22.404299999999996,20.708663333333334,121.00633666666666,0.11785000000000001,14.260596776166667,0,0,234.7971
