"time","Ohaus Tare Weight","Ohaus Water Weight","Ohaus Weight","Bucket Temp","Bucket Temp 2 (Figure out later lol)","Intake Air RH","Exhaust RH","Grinder PWM","Grinder RPM","Stable Mass ","Intake Fan PWM","Intake Fan RPM","Exhaust Fan PWM","Exhaust Fan RPM","Intake SHT40","Exhaust SHT40","V_rms ","I_rms","Watts","Bucket Heater PWM","Intake Heater PWM","Inductance/10000"
1709945950000,3.4220000000000006,1.3544000000000005,30.442,20.70799,20.625,35.003659999999996,46.639435000000006,100,1574,14781.5,0,0,15,1605,22.149729999999998,20.71445,119.57863499999999,0.12328,14.741654122799998,0,0,235.2566
1709945960000,3.4520000000000017,1.3844000000000016,30.472,20.75,20.625,35.05897,46.581265,100,1659,14795.5,0,0,15,1612.5,22.151065000000003,20.70777,120.88033,0.12498999999999999,15.1088324467,0,0,235.1723
1709945970000,3.4480000000000004,1.3804000000000003,30.468,20.66598,20.625,35.05516,46.46682,100,1582,14802,0,0,15,1605,22.16842,20.7051,120.97267,0.12504,15.1264226568,0,0,235.1156
1709945980000,3.41,1.3424,30.43,20.70799,20.625,35.0542,46.926495,100,1629.5,14788,0,0,15,1612.5,22.159075,20.693085,120.536045,0.12498999999999999,15.065800264549999,0,0,235.1956
1709945990000,3.378,1.3104,30.398,20.70799,20.645490000000002,35.08663,47.565455,100,1595,14764,0,0,15,1605,22.14439,20.701095000000002,121.69182,0.12504,15.216345172800002,0,0,235.227
1709946000000,3.394000000000002,1.3264000000000018,30.414,20.70799,20.66598,35.062785000000005,47.93262,100,1675.5,14765,0,0,15,1605,22.145725,20.679735,121.81336999999999,0.12842,15.6432729754,0,0,235.1476
1709946010000,3.4220000000000006,1.3544000000000005,30.442,20.70799,20.66598,35.091395000000006,47.754279999999994,100,1555.5,14787,0,0,15,1605,22.155070000000002,20.671725000000002,121.25383,0.136425,16.542053757749997,0,0,235.1846
1709946020000,3.4179999999999993,1.3503999999999992,30.438,20.70799,20.66598,35.02655,47.68943,100,1806,14793,0,0,15,1605,22.13371,20.68107,121.9143,0.12846,15.661110977999998,0,0,235.2359
1709946030000,3.4160000000000004,1.3484000000000003,30.436,20.70799,20.645490000000002,35.069465,47.517775,100,1620.5,14781.5,0,0,15,1620,22.124365,20.66505,118.90506500000001,0.12498999999999999,14.86194407435,0,0,235.1937
1709946040000,3.404,1.3363999999999998,30.424,20.70799,20.625,35.082815,47.609325,100,1583.5,14774,0,0,15,1612.5,22.13104,20.67306,121.29793,0.13502,16.377646508599998,0,0,235.1362
