"time","Ohaus Tare Weight","Ohaus Water Weight","Ohaus Weight","Bucket Temp","Bucket Temp 2 (Figure out later lol)","Intake Air RH","Exhaust RH","Grinder PWM","Grinder RPM","Stable Mass ","Intake Fan PWM","Intake Fan RPM","Exhaust Fan PWM","Exhaust Fan RPM","Intake SHT40","Exhaust SHT40","V_rms ","I_rms","Watts","Bucket Heater PWM","Intake Heater PWM"
1710455670000,3.516000000000002,0.5293800000000017,30.32,22.57598,22.46099,31.73637,36.54861,100,1695,14488,0,0,15,1620,21.9815,21.35665,120.13659,0.12504,15.021879213600002,0,0
1710455675000,3.5120000000000005,0.5253800000000004,30.316,22.53799,22.46099,31.73255,36.36169,100,1642,14501,0,0,15,1635,21.97616,21.31393,117.19624,0.12504,14.654217849600002,0,0
1710455680000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.5,31.7173,36.02218,100,1750,14511,0,0,15,1635,21.96014,21.35398,118.85978,0.12152,14.443840465600001,0,0
1710455685000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.6925,35.94207,100,1695,14512,0,0,15,1620,21.98417,21.3433,121.15599,0.12504,15.149344989600001,0,0
1710455690000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.70394,36.12709,100,1600,14501,0,0,15,1635,21.99218,21.33529,118.63656,0.11788,13.9848776928,0,0
1710455695000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.69822,36.01264,100,1731,14488,0,0,15,1620,21.99218,21.32728,118.51959,0.12152,14.4025005768,0,0
1710455700000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.66389,35.96496,100,1836,14481,0,0,15,1620,21.98417,21.3433,119.47796,0.12504,14.939524118400001,0,0
1710455705000,3.514000000000003,0.5273800000000028,30.318,22.5,22.42298,31.62574,35.99739,100,1846,14487,0,0,15,1620,21.97616,21.34597,120.39546,0.12504,15.0542483184,0,0
1710455710000,3.514000000000003,0.5273800000000028,30.318,22.5,22.46099,31.60858,36.02218,100,1714,14497,0,0,15,1635,21.9548,21.32461,119.28173,0.12152,14.4951158296,0,0
1710455715000,3.514000000000003,0.5273800000000028,30.318,22.57598,22.46099,31.60476,35.99166,100,1731,14512,0,0,15,1620,21.96014,21.3433,120.16224,0.12504,15.025086489600001,0,0
1710455720000,undefined,undefined,undefined,undefined,,,,,,,,,,,,,,,,,
1710455725000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.56089,35.97068,100,1714,14515,0,0,15,1620,21.95747,21.32461,120.05447,0.12846,15.422197216199999,0,0
1710455730000,3.516000000000002,0.5293800000000017,30.32,22.5,22.46099,31.60858,35.87532,100,1659,14506,0,0,15,1620,21.96281,21.30859,117.26985,0.11788,13.823769918,0,0
1710455735000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.42298,31.56852,35.80474,100,1733,14495,0,0,15,1620,21.94145,21.32461,117.65036,0.12504,14.711001014400003,0,0
1710455740000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.5,31.5361,35.9745,100,1714,14481,0,0,15,1620,21.96014,21.33796,119.9363,0.12846,15.407017097999999,0,0
1710455745000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.55517,35.90393,100,1677,14481,0,0,15,1620,21.96815,21.32194,119.54244,0.12504,14.947586697600002,0,0
1710455750000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.57043,35.94017,100,1752,14487,0,0,15,1635,21.95213,21.32461,117.94081,0.11788,13.9028626828,0,0
1710455755000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.5,31.56852,35.98403,100,1695,14496,0,0,15,1635,21.94946,21.31927,120.69717,0.12152,14.6671200984,0,0
1710455760000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.5113,35.95924,100,1659,14508,0,0,15,1620,21.94145,21.32461,117.10942,0.12152,14.2311367184,0,0
1710455765000,3.516000000000002,0.5293800000000017,30.32,22.5,22.46099,31.48841,35.66169,100,1733,14515,0,0,15,1620,21.96281,21.30058,117.10415,0.11788,13.804237202,0,0
1710455770000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.42298,31.46171,35.64834,100,1866,14512,0,0,15,1620,21.93878,21.32461,120.36216,0.12846,15.4617230736,0,0
1710455775000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.45599,35.67886,100,1695,14508,0,0,15,1620,21.93878,21.30859,120.23149,0.12846,15.444937205399999,0,0
1710455780000,3.516000000000002,0.5293800000000017,30.32,22.53799,22.42298,31.46743,35.78186,100,1733,14506,0,0,15,1635,21.93611,21.30058,117.96694,0.05894,6.952971443599999,0,0
1710455785000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.44073,35.75706,0,0,14509,0,0,15,1620,21.9281,21.3166,120.82479,0.0659,7.962353661,0,0
1710455790000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.5,31.44073,35.69412,100,1826,14505,0,0,15,1635,21.93344,21.29524,121.05163,0.11788,14.2695661444,0,0
1710455795000,3.516000000000002,0.5293800000000017,30.32,22.53799,22.46099,31.41593,35.62545,100,1750,14503,0,0,15,1635,21.9281,21.31393,120.96247,0.11415,13.8078659505,0,0
1710455800000,3.514000000000003,0.5273800000000028,30.318,22.53799,22.46099,31.40449,35.5606,100,1714,14502,0,0,15,1635,21.9281,21.3166,119.59916,0.12152,14.5336899232,0,0
